FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,year,week,Timeline
Yohan,Cabaye,MID,CRY,5600000,1,4,0.166666666666667,2.97619047619048e-08,7.142857142857141e-07,0,107826,2,4,0,0,0,0,0,0.7,2201,-4,1,4,4,0.2,1,1.0,0,0,0,0,0,1.3,6404,0,397,0,0,278,148,-1,0,33,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
Gary,Cahill,DEF,CHE,5900000,6,24,3.0,5.084745762711859e-07,4.06779661016949e-06,0,77327,1,9,0,0,0,0,0,4.1,2925,-1,0,24,1,0.7,0,4.3,0,0,3,0,0,4.6,17935,0,283,0,0,720,2394,0,0,142,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Jonathan,Calleri,FWD,WHU,6800000,1,5,0.208333333333333,3.0637254901960804e-08,7.352941176470591e-07,0,2016,0,2,0,0,0,0,0,0.7,87,-2,0,5,2,0.0,0,0.3,0,0,0,0,0,0.0,2106,0,0,0,0,113,84,0,0,6,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
,Callum Wilson,FWD,BOU,6500000,9,32,4.0,6.153846153846151e-07,4.9230769230769205e-06,0,80453,0,8,0,0,0,3,0,5.0,4527,0,-1,32,0,1.0,0,6.3,2,0,4,0,1,3.7,114677,0,165,0,0,609,43860,1,0,88,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,2016,8,Y16W8
Geoff,Cameron,DEF,STK,4400000,6,13,2.2,5e-07,2.95454545454545e-06,0,7626,0,11,0,0,0,0,0,3.0,432,-1,0,13,1,0.8,0,3.7,1,0,1,0,0,0.5,10666,0,293,0,0,540,3871,0,0,97,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Fraizer,Campbell,FWD,CRY,4400000,0,0,0.0,0.0,0.0,0,18777,0,0,0,0,0,0,0,0.0,1676,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.8,22687,0,12,0,0,0,2721,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,4632,0,0,0,0,0,0,0,0.0,40,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,225,0,175,0,0,0,5,0,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Emre,Can,MID,LIV,4800000,3,6,0.25,5.20833333333333e-08,1.25e-06,0,44541,0,1,0,0,0,0,0,1.3,793,-2,0,6,2,0.4,0,1.7,0,0,1,0,0,0.7,5143,0,399,0,0,134,726,0,0,13,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
Etienne,Capoue,MID,WAT,5200000,3,51,6.4,1.2307692307692301e-06,9.80769230769231e-06,0,248003,0,12,0,0,0,4,0,9.6,94996,7,1,51,-7,0.4,0,2.3,11,0,1,0,1,41.6,1611440,0,347,0,2,692,29428,-1,0,170,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Michael,Carrick,MID,MUN,4300000,0,1,0.0416666666666667,9.68992248062015e-09,2.3255813953488398e-07,0,38567,0,0,0,0,0,0,0,0.2,3230,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,1.3,34959,0,275,0,0,13,1482,0,0,4,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
Andy,Carroll,FWD,WHU,6200000,0,2,0.0833333333333333,1.34408602150538e-08,3.2258064516129e-07,0,266568,0,2,0,0,0,0,0,0.3,1194,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,1.4,29487,0,381,0,0,90,49,0,0,7,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Tom,Carroll,MID,TOT,4300000,0,1,0.0416666666666667,9.68992248062015e-09,2.3255813953488398e-07,0,4051,0,0,0,0,0,0,0,0.2,296,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.2,2305,0,93,0,0,1,372,0,0,3,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0.0,0.0,0.0,0,1153,0,0,0,0,0,0,0,0.0,63,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,364,0,0,0,0,0,48,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Craig,Cathcart,DEF,WAT,4400000,0,6,0.25,5.68181818181818e-08,1.36363636363636e-06,0,12780,1,7,0,0,0,0,0,1.4,1382,-1,1,6,1,0.1,0,0.3,0,0,0,0,0,0.3,3474,0,335,0,0,405,11,-1,0,51,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Lee,Cattermole,MID,SUN,4400000,0,3,0.125,2.84090909090909e-08,6.81818181818182e-07,0,4284,1,3,0,0,0,0,0,0.7,232,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.1,1273,0,246,0,0,175,6,0,0,17,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Santiago,Cazorla,MID,ARS,7400000,2,38,4.8,6.48648648648649e-07,5.13513513513514e-06,0,251474,2,5,0,0,0,2,0,5.1,67515,-1,2,38,1,0.4,0,2.7,5,0,4,0,2,4.5,328102,0,259,0,0,618,1968,-2,0,159,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Petr,Cech,GLK,ARS,5500000,2,27,3.4,6.18181818181818e-07,4.9090909090909104e-06,0,184240,1,9,0,23,0,0,0,4.9,17832,0,0,27,0,0.9,0,4.7,0,0,3,0,0,17.1,158153,1,409,0,0,720,10617,0,0,139,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
,Cedric,DEF,SOU,5000000,0,24,3.4,6.8e-07,4.8e-06,0,50489,0,6,0,0,0,0,0,4.8,14325,0,0,24,0,0.6,0,3.0,5,0,2,0,0,1.4,55270,0,320,0,0,552,222,0,0,131,Man City,Chelsea,Hull City,Liverpool,Everton,2016,8,Y16W8
Nacer,Chadli,MID,WBA,6500000,10,44,1.8333333333333304,2.82051282051282e-07,6.76923076923077e-06,0,42861,1,5,0,0,0,4,0,6.8,7787,0,0,44,0,1.1,0,7.0,8,0,1,0,2,4.8,207580,0,173,0,2,431,50640,0,0,139,Liverpool,Man City,Leicester,Burnley,Hull City,2016,8,Y16W8
Nathaniel,Chalobah,MID,CHE,4500000,4,5,0.208333333333333,4.6296296296296295e-08,1.11111111111111e-06,0,221,0,0,0,0,0,0,0,1.1,26,0,0,5,0,0.4,0,1.7,0,0,0,0,1,0.0,460,0,0,0,0,25,187,0,0,20,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
,Chamberlain,MID,ARS,5800000,1,15,0.625,1.07758620689655e-07,2.58620689655172e-06,0,86711,0,3,0,0,0,1,0,2.6,3064,-2,1,15,2,0.1,0,0.7,0,0,1,0,0,1.3,58562,0,186,0,0,268,818,-1,0,65,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Calum,Chambers,DEF,MID,4400000,2,11,2.8,6.36363636363636e-07,2.5e-06,0,110379,0,8,0,0,0,1,0,2.5,9001,-1,0,11,1,0.4,0,1.7,0,0,0,0,0,3.0,83540,0,70,0,0,360,500,0,0,77,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4082,0,0,0,0,0,0,0,0.0,65,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,38,0,85,0,0,0,1,0,0,0,Liverpool,Man City,Leicester,Burnley,Hull City,2016,8,Y16W8
Benjamin,Chilwell,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,4571,0,0,0,0,0,0,0,0.0,199,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.2,598,0,0,0,0,0,43,-1,0,0,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,2016,8,Y16W8
Pedro,Chirivella,MID,LIV,4300000,0,0,0.0,0.0,0.0,0,1113,0,0,0,0,0,0,0,0.0,107,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,727,0,2,0,0,0,79,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
,Christian Benteke,FWD,CRY,7700000,-1,22,3.7,4.80519480519481e-07,2.8571428571428602e-06,0,165134,2,7,0,0,0,3,0,2.9,32003,2,0,22,-2,0.5,1,3.7,2,0,0,0,0,8.5,391206,0,315,0,0,533,20566,0,0,58,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,2106,0,0,0,0,0,0,0,0.0,212,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,4883,0,0,0,0,0,485,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Jordy,Clasie,MID,SOU,4700000,2,7,0.29166666666666696,6.20567375886525e-08,1.48936170212766e-06,0,2607,0,4,0,0,0,0,0,1.5,117,-3,0,7,3,0.1,0,0.7,0,0,0,0,0,0.1,1023,0,183,0,0,286,47,0,0,38,Man City,Chelsea,Hull City,Liverpool,Everton,2016,8,Y16W8
Adam,Clayton,MID,MID,4400000,0,10,1.7,3.8636363636363604e-07,2.2727272727272702e-06,0,12342,1,6,0,0,0,0,0,2.3,901,-1,0,10,1,0.2,0,0.7,0,0,1,0,0,0.3,5410,0,0,0,0,414,77,0,0,57,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Tom,Cleverley,MID,EVE,5300000,2,6,0.25,4.7169811320754695e-08,1.13207547169811e-06,0,6493,1,2,0,0,0,0,0,1.1,144,-2,0,6,2,0.2,0,1.3,0,0,0,0,0,0.1,721,0,241,0,0,223,102,0,0,30,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Gael,Clichy,DEF,MCI,5400000,2,12,3.0,5.55555555555556e-07,2.22222222222222e-06,0,33388,0,3,0,0,0,0,0,2.2,1277,-1,0,12,1,0.1,0,0.7,0,0,1,0,0,1.2,11526,0,166,0,0,349,811,0,0,79,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2016,8,Y16W8
Sam,Clucas,MID,HUL,4800000,1,15,1.9,3.9583333333333297e-07,3.125e-06,0,2417,2,20,0,0,0,0,0,3.1,133,-2,1,15,2,0.4,0,1.7,0,0,1,0,0,0.1,921,0,0,0,0,702,26,-1,0,132,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Nathaniel,Clyne,DEF,LIV,5500000,9,24,3.0,5.454545454545451e-07,4.3636363636363605e-06,0,170310,0,10,0,0,0,0,0,4.4,7129,0,0,24,0,0.8,0,4.3,3,0,1,0,1,9.7,140172,0,387,0,1,720,34079,0,0,144,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
Seamus,Coleman,DEF,EVE,5500000,1,23,4.6,8.36363636363636e-07,4.18181818181818e-06,0,92816,1,4,0,0,0,1,0,4.2,5285,0,0,23,0,0.4,0,2.3,4,0,1,0,0,5.0,158122,0,327,0,1,450,15085,0,0,103,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
James,Collins,DEF,WHU,4500000,0,17,2.8,6.22222222222222e-07,3.77777777777778e-06,0,178687,1,14,0,0,0,1,0,3.8,24332,0,0,17,0,0.2,0,0.7,2,0,1,0,0,7.7,311156,0,217,0,1,540,3569,0,0,114,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Lewis,Cook,MID,BOU,4300000,0,2,0.0833333333333333,1.93798449612403e-08,4.65116279069767e-07,0,12719,0,3,0,0,0,0,0,0.5,1657,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.4,5884,0,0,0,0,80,218,0,0,10,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,2016,8,Y16W8
Steve,Cook,DEF,BOU,4900000,9,29,3.6,7.3469387755102e-07,5.91836734693878e-06,0,9415,1,12,0,0,0,1,0,5.9,870,-1,0,29,1,1.2,0,6.0,4,0,2,0,0,0.7,13071,0,443,0,1,720,4046,0,0,163,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,2016,8,Y16W8
Francis,Coquelin,MID,ARS,4300000,1,9,0.375,8.720930232558137e-08,2.09302325581395e-06,0,60510,2,6,0,0,0,0,0,2.1,3613,-2,0,9,2,0.2,0,0.7,0,0,1,0,0,1.9,40033,0,246,0,0,414,7184,0,0,48,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Jack,Cork,MID,SWA,4800000,2,16,2.0,4.1666666666666704e-07,3.3333333333333304e-06,0,2895,1,14,0,0,0,0,0,3.3,161,-2,0,16,2,0.4,0,1.7,0,0,1,0,0,0.1,995,0,376,0,0,668,64,0,0,122,Watford,Stoke,Man Utd,Everton,Crystal Palace,2016,8,Y16W8
,Costa,FWD,CHE,10200000,9,55,6.9,6.764705882352938e-07,5.3921568627450995e-06,0,329638,4,9,0,0,0,7,0,5.4,21609,7,-1,55,-7,0.7,0,7.3,9,0,3,0,2,34.6,1315919,0,533,0,2,709,134386,1,0,208,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Thibaut,Courtois,GLK,CHE,5500000,6,26,3.3,6e-07,4.7272727272727305e-06,0,141231,1,9,0,11,0,0,0,4.7,7248,0,0,26,0,0.9,0,4.7,0,0,3,0,0,8.3,84014,0,230,0,0,720,2047,0,0,113,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Philippe,Coutinho,MID,LIV,8300000,3,46,1.9166666666666696,2.30923694779116e-07,5.5421686746988e-06,0,548690,1,7,0,0,0,3,0,5.5,34402,3,0,46,-3,0.8,0,6.3,6,0,2,0,3,34.9,1108793,0,459,0,2,576,48671,0,0,173,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
Aaron,Cresswell,DEF,WHU,5300000,6,6,0.25,4.7169811320754695e-08,1.13207547169811e-06,0,8514,0,0,0,0,0,0,0,1.1,482,-2,0,6,2,0.4,0,2.0,0,0,1,0,1,0.2,3186,0,514,0,0,74,2267,0,1,23,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Peter,Crouch,FWD,STK,4800000,0,4,0.166666666666667,3.47222222222222e-08,8.33333333333333e-07,0,22831,0,2,0,0,0,0,0,0.8,1176,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.6,10367,0,47,0,0,108,818,0,0,7,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,50080,0,0,0,0,0,0,0,0.0,633,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.7,622,0,8,0,0,0,7,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,3454,0,0,0,0,0,0,0,0.0,143,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,643,0,0,0,0,0,21,0,0,0,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Charlie,Daniels,DEF,BOU,4900000,13,32,4.0,8.16326530612245e-07,6.53061224489796e-06,0,65061,1,12,0,0,0,1,0,6.5,2479,-1,0,32,1,1.3,0,6.3,4,0,2,0,1,4.1,61617,0,491,0,1,720,49611,0,0,160,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,2016,8,Y16W8
Scott,Dann,DEF,CRY,5400000,0,22,4.4,8.148148148148152e-07,4.07407407407407e-06,0,190416,1,5,0,0,0,2,0,4.1,9592,-1,0,22,1,0.0,0,0.0,1,0,0,0,0,4.1,68925,0,480,0,1,450,1359,0,0,94,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
Tendayi,Darikwa,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,1173,0,0,0,0,0,0,0,0.0,66,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,260,0,0,0,0,0,17,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Man City,2016,8,Y16W8
Matteo,Darmian,DEF,MUN,5000000,0,0,0.0,0.0,0.0,0,49096,0,0,0,0,0,0,0,0.0,786,-5,1,0,5,0.0,0,0.0,0,0,0,0,0,0.6,721,0,257,0,0,0,39,-1,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
,David Luiz,DEF,CHE,6000000,6,14,0.583333333333333,9.722222222222221e-08,2.33333333333333e-06,0,22150,0,5,0,0,0,0,0,2.3,1476,0,0,14,0,0.7,0,4.3,0,0,2,0,0,1.2,47170,0,0,0,0,360,6833,0,0,95,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Ben,Davies,DEF,TOT,4900000,2,10,0.4166666666666671,8.50340136054422e-08,2.04081632653061e-06,0,7494,1,2,0,0,0,0,0,2.0,389,-1,0,10,1,0.3,0,1.3,0,0,1,0,0,0.3,5870,0,192,0,0,284,689,0,0,56,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Curtis,Davies,DEF,HUL,5000000,-1,17,2.1,4.2e-07,3.4e-06,0,59862,1,20,0,0,0,0,0,3.4,7881,0,0,17,0,0.0,0,0.0,3,0,1,0,1,2.6,95716,0,0,0,1,720,610,0,0,165,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Tom,Davies,MID,EVE,4400000,0,2,0.0833333333333333,1.8939393939393894e-08,4.54545454545455e-07,0,1062,0,0,0,0,0,0,0,0.5,74,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,959,0,0,0,0,18,47,0,0,6,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Steven,Davis,MID,SOU,5200000,5,21,2.6,5e-07,4.03846153846154e-06,0,28198,1,7,0,0,0,0,0,4.0,1190,-3,1,21,3,0.7,0,3.7,0,0,3,0,1,0.7,2666,0,535,0,0,696,290,-1,0,128,Man City,Chelsea,Hull City,Liverpool,Everton,2016,8,Y16W8
Craig,Dawson,DEF,WBA,4900000,2,20,2.5,5.102040816326528e-07,4.08163265306122e-06,0,43720,3,8,0,0,0,0,0,4.1,2879,-1,0,20,1,0.4,0,2.0,1,0,2,0,0,1.9,9860,0,433,0,0,720,452,0,0,113,Liverpool,Man City,Leicester,Burnley,Hull City,2016,8,Y16W8
Michael,Dawson,DEF,HUL,4400000,0,0,0.0,0.0,0.0,0,828,0,0,0,0,0,0,0,0.0,38,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,442,0,0,0,0,0,180,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Kevin,De Bruyne,MID,MCI,10700000,0,49,7.0,6.542056074766363e-07,4.57943925233645e-06,0,619281,1,6,0,0,0,2,0,4.6,6992,2,-1,49,-2,0.3,1,3.3,9,0,1,0,6,10.1,728240,0,546,0,2,600,77899,1,0,205,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2016,8,Y16W8
David,de Gea,GLK,MUN,5500000,8,30,3.8,6.90909090909091e-07,5.45454545454545e-06,0,386999,0,8,0,21,0,0,0,5.5,27239,0,0,30,0,0.8,0,4.3,1,0,3,0,0,40.3,191791,0,368,0,0,720,8328,0,0,136,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5213,0,0,0,0,0,0,0,0.0,87,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,198,0,129,0,0,0,1,0,0,0,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,2016,8,Y16W8
Carlos,De Pena,MID,MID,4300000,0,0,0.0,0.0,0.0,0,6052,0,0,0,0,0,0,0,0.0,694,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,8113,0,0,0,0,0,193,0,0,0,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Marten,de Roon,MID,MID,4400000,1,8,0.33333333333333304,7.575757575757571e-08,1.81818181818182e-06,0,7170,2,7,0,0,0,0,0,1.8,379,-1,0,8,1,0.3,0,1.3,0,0,0,0,0,0.2,4415,0,0,0,0,412,77,0,0,54,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,1993,0,0,0,0,0,0,0,0.0,121,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1673,0,0,0,0,0,180,0,0,0,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Mathieu,Debuchy,DEF,ARS,4700000,0,0,0.0,0.0,0.0,0,7062,0,0,0,0,0,0,0,0.0,254,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.3,1089,0,11,0,0,0,77,-1,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Troy,Deeney,FWD,WAT,7100000,2,32,4.0,5.63380281690141e-07,4.50704225352113e-06,0,143135,3,13,0,0,0,3,0,4.5,20697,1,0,32,-1,0.6,0,4.3,4,0,1,0,1,8.4,289128,0,629,0,1,707,29514,0,0,116,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Jermain,Defoe,FWD,SUN,7300000,2,40,5.0,6.84931506849315e-07,5.47945205479452e-06,0,325820,0,14,0,0,0,4,0,5.5,45721,3,0,40,-3,0.8,0,5.7,8,0,0,0,0,13.7,606868,0,595,0,2,712,41674,0,0,107,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Steven,Defour,MID,BUR,6000000,0,33,4.7,7.83333333333333e-07,5.5e-06,0,15619,1,4,0,0,0,1,0,5.5,8650,0,0,33,0,0.8,0,5.0,6,0,3,0,3,0.5,26867,0,0,0,0,431,346,0,0,127,Everton,Man Utd,Crystal Palace,West Brom,Man City,2016,8,Y16W8
Damien,Delaney,DEF,CRY,5000000,2,17,2.1,4.2e-07,3.4e-06,0,20416,1,8,0,0,0,0,0,3.4,1131,0,0,17,0,0.3,0,1.7,0,0,1,0,0,0.8,6839,0,366,0,0,666,360,0,0,108,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
Fabian,Delph,MID,MCI,4700000,0,2,0.0833333333333333,1.77304964539007e-08,4.25531914893617e-07,0,5751,0,1,0,0,0,0,0,0.4,156,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,1284,0,156,0,0,30,14,0,0,4,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2016,8,Y16W8
Mousa,Dembele,MID,TOT,5400000,0,3,0.125,2.31481481481481e-08,5.55555555555556e-07,0,5630,1,1,0,0,0,0,0,0.6,210,-1,0,3,1,0.0,0,0.0,0,0,1,0,0,0.1,3497,0,473,0,0,99,324,0,0,22,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Jason,Denayer,DEF,SUN,4800000,0,4,0.166666666666667,3.47222222222222e-08,8.33333333333333e-07,0,2419,1,2,0,0,0,0,0,0.8,192,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.1,545,0,0,0,0,195,11,0,0,32,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Memphis,Depay,MID,MUN,7200000,0,2,0.0833333333333333,1.1574074074074099e-08,2.77777777777778e-07,0,6214,1,1,0,0,0,0,0,0.3,138,-3,0,2,3,0.0,0,0.3,0,0,0,0,0,0.2,590,0,259,0,0,15,29,0,0,3,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
Gerard,Deulofeu,MID,EVE,6100000,1,8,0.33333333333333304,5.4644808743169406e-08,1.3114754098360701e-06,0,119654,0,2,0,0,0,0,0,1.3,2051,-4,0,8,4,0.1,0,0.7,0,0,0,0,0,1.2,17577,0,283,0,0,278,190,0,0,25,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,594,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,47,0,0,0,0,0,2,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Eric,Dier,MID,TOT,5200000,1,13,0.5416666666666671,1.04166666666667e-07,2.5e-06,0,326565,1,3,0,0,0,0,0,2.5,10914,-3,0,13,3,0.1,0,0.7,0,0,3,0,0,5.9,16765,0,526,0,0,451,497,0,0,57,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Adama,Diomande,FWD,HUL,4600000,1,19,2.4,5.217391304347828e-07,4.1304347826087e-06,0,198914,0,9,0,0,0,1,0,4.1,16957,1,0,19,-1,0.3,0,1.3,2,0,2,0,0,7.2,356924,0,0,0,0,484,18539,0,0,55,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Mame Biram,Diouf,FWD,STK,5800000,0,8,1.6,2.75862068965517e-07,1.37931034482759e-06,0,21921,0,9,0,0,0,0,0,1.4,848,-2,0,8,2,0.1,0,0.3,0,0,0,0,0,0.4,7927,0,245,0,0,261,551,0,0,21,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,994,0,0,0,0,0,0,0,0.0,30,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,67,0,0,0,0,0,3,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Papy,Djilobodji,DEF,SUN,4400000,1,7,1.2,2.72727272727273e-07,1.59090909090909e-06,0,5779,1,12,0,0,0,0,0,1.6,324,-1,0,7,1,0.2,0,0.7,0,0,0,0,0,0.2,2241,0,0,0,0,540,112,0,0,87,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Abdoulaye,Doucoure,MID,WAT,4700000,0,1,0.0416666666666667,8.86524822695035e-09,2.1276595744680886e-07,0,715,0,1,0,0,0,0,0,0.2,20,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.0,126,0,0,0,0,7,6,0,0,3,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Stewart,Downing,MID,MID,5300000,2,23,2.9,5.47169811320755e-07,4.3396226415094295e-06,0,34372,1,11,0,0,0,0,0,4.3,3027,-2,0,23,2,0.6,0,3.3,1,0,1,0,2,0.6,9556,0,0,0,0,720,218,0,0,128,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
